album_,artists_,track_name,release_year,release_month,duration_min,explicit,popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,status
Heavy,Obrafour,Heavy,2018,October,4.70155,False,23,0,1,4,0.0667,0.799,0.905,9.8e-06,0.28600000000000003,-4.638,0.0647,0.843,115.037,hit
I Won't Wait,Joey B,Burnin' Up (as made famous by Jonas Brothers),2008,September,2.9491166669999997,False,0,11,0,4,0.0171,0.605,0.9490000000000001,0.0,0.33899999999999997,-4.251,0.196,0.685,114.745,non_hit
Shatta Wale,Shatta Wale,Mayatra,2017,August,2.044083333,False,16,6,1,4,0.00463,0.6970000000000001,0.7070000000000001,0.0,0.223,-5.736000000000001,0.32799999999999996,0.723,146.08100000000002,hit
Matters of the Heart,Akwaboah,Let You Go,2018,May,3.7483,False,13,3,0,4,0.634,0.489,0.532,9.46e-06,0.109,-8.249,0.0316,0.55,169.91099999999997,hit
Rasta Flex,Shatta Wale,Mi Na Care,2015,April,3.12695,False,1,7,1,4,0.0137,0.696,0.7829999999999999,0.0,0.179,-4.885,0.361,0.768,110.743,non_hit
Ayefro Ntefere,Ofori Amponsah,Mrs. Foowaah,2010,August,6.110216667,False,0,10,1,4,0.0222,0.8079999999999999,0.7759999999999999,0.0,0.214,-5.827999999999999,0.179,0.8809999999999999,104.03200000000001,non_hit
Matters of the Heart,Akwaboah,Love Unfair,2018,May,2.7734333330000003,False,16,7,1,5,0.192,0.366,0.588,0.0,0.146,-6.9,0.159,0.511,66.376,hit
Highest,Sarkodie,Baby Mama,2017,September,3.194716667,True,11,10,1,4,0.0575,0.79,0.508,0.0,0.32299999999999995,-9.751,0.13,0.195,102.521,hit
Lige Nu,M.anifest,Nat & Dag,2013,November,3.1004,False,0,11,0,4,0.0439,0.71,0.7,8.859999999999999e-05,0.0579,-8.121,0.0373,0.9420000000000001,104.23,non_hit
Daddy Lumba Essentials,Daddy Lumba,Doctor Paneɛ,2012,March,5.82705,False,13,6,0,4,0.0697,0.924,0.9259999999999999,5.13e-06,0.0654,-7.035,0.0393,0.971,122.287,hit
Wemix 114 - Italy Electro Tech House,Motivated,Made In Wishland - DJ Andrey Senin Tech House Mix,2008,September,6.804033333,False,0,1,1,4,0.0531,0.691,0.4,0.865,0.106,-13.709000000000001,0.0455,0.139,127.988,non_hit
"Sarkodie, Vol. 2",Sarkodie,New Guy,2017,August,4.054983333,False,13,3,1,3,0.29600000000000004,0.424,0.9109999999999999,0.0,0.354,-3.333,0.45,0.7190000000000001,181.304,hit
Otoolege,Ofori Amponsah,Lady,2010,November,5.718216667,False,19,9,0,4,0.192,0.747,0.722,3.83e-06,0.0836,-9.797,0.0662,0.8740000000000001,114.61200000000001,hit
Disturbation,Medikal,Pressure (feat. Bisa Kdei),2017,July,3.748566667,True,10,8,1,4,0.157,0.9159999999999999,0.773,4.9e-05,0.415,-6.422999999999999,0.0641,0.82,119.01100000000001,hit
Asew,Ofori Amponsah,Daamabi,2007,September,5.316,False,20,11,1,4,0.0565,0.753,0.644,0.00834,0.0922,-9.131,0.0402,0.8270000000000001,99.855,hit
Bar 4,E.L,Bestie,2017,November,2.1268,True,1,9,1,4,0.446,0.624,0.74,0.0,0.25,-10.482000000000001,0.39899999999999997,0.58,166.06,non_hit
Bar 2 Mixtape,E.L,Switch up (feat. Ali),2015,August,3.114383333,False,26,8,0,4,0.158,0.568,0.742,0.0,0.0974,-7.944,0.495,0.753,174.21099999999998,hit
Gifted,Flowking Stone,Grinding,2016,September,4.016333333,False,0,4,0,4,0.166,0.768,0.67,0.0,0.305,-6.075,0.0382,0.271,123.037,non_hit
"R2Bees, Vol.1",R2Bees,Killing Me Softly,2017,August,3.0546,False,11,11,1,4,0.311,0.745,0.767,0.0,0.17300000000000001,-5.401,0.0606,0.9470000000000001,106.884,hit
Sugar,KiDi,Letter To Afia,2019,May,3.325,False,25,9,1,4,0.34,0.589,0.7609999999999999,0.0,0.757,-6.478,0.172,0.87,90.087,hit
4word,4x4,Block Money (feat. Yq),2013,December,3.9715,False,1,8,1,4,0.182,0.799,0.825,0.0,0.146,-3.2030000000000003,0.24100000000000002,0.95,136.0,non_hit
Site 15,R2Bees,Never Again,2019,March,4.049216667,False,13,0,1,4,0.444,0.625,0.6859999999999999,0.0522,0.0778,-5.221,0.156,0.313,79.999,hit
Highlife Konnect,Bisa Kdei,Count on Me,2018,April,3.1138,False,27,6,1,4,0.285,0.8009999999999999,0.647,1.4800000000000002e-05,0.12,-1.965,0.0615,0.802,98.023,hit
Fixtape 2015 (Uppa Class Dance Hall),Vybrant Faya,Pretty Pussy,2015,January,3.25355,True,0,1,1,4,0.446,0.6990000000000001,0.81,0.0,0.36,-3.363,0.183,0.619,170.917,non_hit
Mass Production,Edem,Wey Tin Original,2011,March,4.363033333,False,0,0,0,4,0.332,0.812,0.802,0.0,0.0408,-5.093999999999999,0.191,0.8740000000000001,134.988,non_hit
I Won't Wait,Joey B,Not This Time,2008,September,4.360883333,False,0,7,1,4,0.223,0.7170000000000001,0.6779999999999999,0.171,0.0892,-10.509,0.0405,0.8190000000000001,149.999,non_hit
Answers (The Hybrid),Shatta Wale,Party Man (Radio Edit),2014,March,3.460216667,True,0,4,0,5,0.325,0.735,0.5760000000000001,0.0,0.319,-6.09,0.392,0.8959999999999999,148.143,non_hit
The Plug,Medikal,Higher,2019,July,3.127783333,False,11,0,0,4,0.259,0.47200000000000003,0.721,0.0,0.0797,-8.073,0.406,0.79,160.876,hit
4word,4x4,Mama Dey Cry,2013,December,3.97325,False,0,2,1,4,0.193,0.767,0.8640000000000001,0.0655,0.0611,-3.972,0.0919,0.625,130.042,non_hit
Million Miles Mixtape,Shatta Wale,Pop Off,2015,March,4.557333333,False,1,6,0,4,0.13699999999999998,0.768,0.636,0.0,0.0557,-8.783,0.0533,0.7959999999999999,123.98899999999999,non_hit
Refuse to Be Broke: Da Revolution 2,R2Bees,Life (Walaahi),2017,July,3.708,False,20,1,1,4,0.0317,0.843,0.914,0.0,0.0816,-3.763,0.0928,0.8140000000000001,118.948,hit
Daddy Lumba Essentials,Daddy Lumba,Poison,2012,March,5.782633333,False,22,10,0,4,0.107,0.7709999999999999,0.8079999999999999,5.31e-05,0.0347,-7.6370000000000005,0.0635,0.7090000000000001,104.56700000000001,hit
Time 4 Me,Becca,Time 4 Me,2013,May,3.86485,False,1,5,0,4,0.25,0.7659999999999999,0.696,0.0,0.0602,-5.724,0.0837,0.8009999999999999,89.978,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,First Class,2016,September,3.83825,True,0,7,1,4,0.0496,0.643,0.826,0.0,0.0671,-5.254,0.287,0.726,173.02700000000002,non_hit
Gifted,Flowking Stone,Disturb,2016,September,3.8852833330000003,False,1,0,1,3,0.00297,0.857,0.6809999999999999,0.0,0.162,-6.004,0.0428,0.225,122.00399999999999,non_hit
Ghana Old Skuul Mix,Reggie Zippy,Safor,2013,February,5.559283333,False,10,9,1,4,0.136,0.797,0.742,0.0805,0.141,-5.888999999999999,0.0421,0.804,112.00299999999999,hit
Wtc,4x4,Do Right,2009,January,6.197566667,False,0,0,1,4,0.0252,0.785,0.6890000000000001,0.0,0.0578,-7.572,0.07,0.925,152.012,non_hit
Shatta Wale,Shatta Wale,Baby (Chop Kiss),2017,August,3.3885166669999998,False,20,0,1,4,0.0807,0.9159999999999999,0.8240000000000001,0.000522,0.152,-5.882999999999999,0.175,0.649,123.01100000000001,hit
Golden Boy,Kojo Funds,Thoughts,2018,September,3.654666667,True,23,7,1,4,0.242,0.767,0.602,0.0,0.141,-6.734,0.425,0.6940000000000001,92.819,hit
Epistles of Mama,Stonebwoy,Suit & Tie,2018,June,3.745966667,False,19,8,1,4,0.7609999999999999,0.565,0.574,0.0,0.0811,-6.11,0.26899999999999996,0.7170000000000001,169.984,hit
The Versatile Show,Okyeame Kwame,One in a Million - Acapella,2012,January,2.945333333,False,0,2,1,4,0.882,0.862,0.465,0.0,0.11,-9.85,0.784,0.742,114.861,non_hit
The Shining,Ko-Jo Cue,Young Daddy Lumba,2016,August,2.4541,False,1,1,1,4,0.0429,0.509,0.848,0.0,0.434,-2.1719999999999997,0.315,0.38299999999999995,158.935,non_hit
Lige Nu,M.anifest,Hundrede Døgn,2013,November,2.700316667,False,0,6,0,4,0.0262,0.545,0.8740000000000001,2.3100000000000002e-05,0.166,-6.294,0.0314,0.9059999999999999,154.167,non_hit
Fakye,Nana Quame,Fakye,2015,April,6.257999999999999,False,1,7,1,4,0.247,0.693,0.8009999999999999,0.0129,0.0785,-8.316,0.0526,0.872,104.94,non_hit
Rasta Flex,Shatta Wale,My Majaurine,2015,April,2.82665,False,1,9,1,5,0.0139,0.727,0.7859999999999999,0.0,0.11699999999999999,-2.64,0.376,0.7340000000000001,139.87,non_hit
Green Times Mixtape,Shatta Wale,My Arrow,2014,March,2.7033166669999997,False,0,5,1,5,0.462,0.665,0.687,7.22e-06,0.621,-3.517,0.39899999999999997,0.904,137.259,non_hit
Sugar,KiDi,Cinderella,2019,May,3.5754666669999997,False,33,10,1,4,0.165,0.67,0.684,5.83e-06,0.14400000000000002,-5.3,0.0379,0.467,105.82799999999999,hit
Miss Doctor Remixed,4x4,Miss Doctor - Artfx! Remix,2011,January,6.1012,False,0,11,0,4,0.0872,0.861,0.726,0.00197,0.0407,-6.417000000000001,0.195,0.862,127.95200000000001,non_hit
Epistles of Mama,Stonebwoy,Mama,2018,June,3.472983333,False,18,0,0,5,0.563,0.667,0.593,0.0,0.11599999999999999,-7.157,0.0742,0.81,111.126,hit
Books & Rhymes,Edem,Over,2020,February,3.3428,False,0,6,1,5,0.0145,0.617,0.461,0.00197,0.0987,-8.517999999999999,0.289,0.21899999999999997,131.436,non_hit
We Speed,Magnom,Exodus (feat. Bayku),2017,July,2.565516667,False,1,9,0,4,0.578,0.8290000000000001,0.655,0.00346,0.0884,-7.077999999999999,0.0767,0.696,140.053,non_hit
Site 15,R2Bees,Straight from Mars,2019,March,3.031583333,False,34,11,0,5,0.523,0.6890000000000001,0.568,0.0,0.23199999999999998,-4.486000000000001,0.254,0.614,126.802,hit
Golden Boy,Kojo Funds,WARNING,2018,September,3.877883333,False,46,6,0,4,0.473,0.499,0.843,0.0,0.268,-3.764,0.385,0.763,100.23,hit
Epistles of Mama,Stonebwoy,Feeling Lonely,2018,June,3.29535,False,19,4,0,4,0.728,0.589,0.6759999999999999,0.0,0.221,-4.084,0.147,0.708,168.225,hit
Wonder Boy,Shatta Wale,Blessings Upon Me,2019,October,3.17715,False,18,8,0,4,0.233,0.716,0.804,0.0,0.0922,-6.246,0.321,0.863,100.072,hit
Wonder Boy,Shatta Wale,The Postman Intro,2019,October,5.601783332999999,False,11,2,1,4,0.6920000000000001,0.674,0.602,0.0,0.11599999999999999,-4.79,0.38799999999999996,0.322,111.713,hit
"Sarkodie, Vol. 4",Sarkodie,M3gye Wo Girl,2017,August,3.525666667,False,27,2,0,4,0.325,0.8690000000000001,0.87,0.0,0.0434,-5.787000000000001,0.0803,0.935,115.994,hit
The Very Best of Daddy Lumba Vol. 1,Daddy Lumba,Ahenkye,2002,February,6.274216667,False,16,6,1,4,0.52,0.66,0.833,0.102,0.441,-11.667,0.0531,0.96,119.14299999999999,hit
Wtc,4x4,Big Booty Girl,2009,January,5.16355,True,11,0,1,4,0.565,0.807,0.8029999999999999,0.0,0.14300000000000002,-3.747,0.0899,0.6759999999999999,100.97,hit
Site 15,R2Bees,Wabaso,2019,March,3.303433333,False,22,1,1,4,0.11599999999999999,0.882,0.659,2.24e-05,0.08900000000000001,-5.947,0.0446,0.753,104.029,hit
Sugar,Becca,Why,2007,November,4.09755,False,0,9,1,4,0.20199999999999999,0.8270000000000001,0.479,8.93e-05,0.0984,-7.968999999999999,0.0432,0.637,93.977,non_hit
4word,4x4,I Go Marry You,2013,December,4.3476666669999995,False,1,9,1,3,0.0331,0.606,0.972,0.0,0.33799999999999997,-3.595,0.0665,0.5720000000000001,95.98100000000001,non_hit
As Promised,King Promise,Commando,2019,July,2.82355,False,58,6,1,4,0.11199999999999999,0.708,0.507,0.0133,0.0505,-8.47,0.0929,0.7509999999999999,203.983,hit
Hunger & Thirst: The Mixtape,D-Black,See Boday (feat. Phyno),2017,December,3.128166667,False,0,7,1,5,0.0417,0.637,0.53,0.0,0.107,-10.004,0.33299999999999996,0.523,140.015,non_hit
I Won't Wait,Joey B,Wash It All Away,2008,September,4.03355,False,0,5,0,4,0.0614,0.617,0.5589999999999999,0.0132,0.106,-14.002,0.0324,0.344,139.958,non_hit
MMM (Money Making Machine),MC Galaxy,Chap Chap,2017,May,3.860216667,False,15,3,0,4,0.0813,0.8809999999999999,0.8270000000000001,0.000715,0.0867,-5.381,0.0628,0.674,114.926,hit
"Sarkodie, Vol. 2",Sarkodie,End Up Falling,2017,August,3.4468666669999997,False,10,1,1,4,0.205,0.8140000000000001,0.924,0.0,0.35100000000000003,-5.763999999999999,0.0666,0.882,115.01299999999999,hit
Paul Amatem,Ofori Amponsah,Irene 2,2008,December,4.769783333,False,0,5,1,4,0.418,0.632,0.6829999999999999,0.0,0.0876,-5.504,0.0418,0.752,93.96700000000001,non_hit
Shay On You,Wendy Shay,Psalm 35,2019,January,3.5396,False,22,6,1,4,0.242,0.799,0.6859999999999999,0.0,0.0692,-7.525,0.0616,0.951,103.984,hit
Foundation,Shatta Wale,Dem Seh,2015,March,3.305783333,False,0,5,0,4,0.491,0.885,0.603,0.0,0.067,-11.269,0.313,0.73,98.464,non_hit
Songs of Solomon,Ofori Amponsah,Alewa,2015,December,5.065333333,False,26,0,1,4,0.245,0.8170000000000001,0.8640000000000001,0.0,0.136,-3.535,0.102,0.899,110.02,hit
T.I.N.T.,Efya,Cigarette,2014,January,3.854483333,False,1,0,0,4,0.461,0.675,0.5529999999999999,1.22e-05,0.205,-6.803999999999999,0.131,0.345,102.96600000000001,non_hit
Highest,Sarkodie,Overdose,2017,September,3.4,True,16,8,1,4,0.612,0.8009999999999999,0.696,0.0252,0.0892,-8.562000000000001,0.151,0.377,107.068,hit
We Speed 2,Magnom,Agoo,2018,June,3.770916667,False,1,1,1,4,0.304,0.873,0.732,0.0,0.106,-2.9389999999999996,0.0608,0.691,120.025,non_hit
Wohekyere,Daddy Lumba,Odo Mmra Fie,2005,May,5.2226666669999995,False,19,3,1,4,0.11199999999999999,0.601,0.517,6.99e-05,0.0757,-12.367,0.0464,0.715,89.055,hit
After the Storm,Shatta Wale,Baby Chop Kiss,2016,May,3.3433666669999997,False,15,0,1,4,0.0203,0.875,0.9490000000000001,1.98e-06,0.0363,-1.137,0.175,0.593,122.985,hit
T.I.N.A.,Fuse ODG,Bucket Full Of Sunshine,2014,January,4.066666667,False,18,7,1,4,0.122,0.735,0.929,0.0,0.0675,-1.956,0.0493,0.892,160.039,hit
New Africa Nation,Fuse ODG,Attention,2019,March,3.417366667,False,13,7,1,4,0.0656,0.9159999999999999,0.981,0.0,0.0759,-1.004,0.0804,0.93,124.04899999999999,hit
Nowhere Cool,M.anifest,"Hand Dey Go, Hand Dey Come",2016,September,4.2338,False,10,8,0,4,0.139,0.733,0.8109999999999999,1.56e-06,0.11800000000000001,-6.835,0.215,0.6809999999999999,119.839,hit
Ghana Old Skuul Mix,Reggie Zippy,Meye,2013,February,4.382033333,False,14,10,1,4,0.8079999999999999,0.449,0.319,0.0,0.0874,-10.279000000000002,0.0313,0.753,144.247,hit
Smoke & Mirrors,D-Black,Forget Me Not,2019,June,4.7913,False,1,2,1,4,0.64,0.755,0.769,4.21e-06,0.157,-4.518,0.19399999999999998,0.8029999999999999,94.979,non_hit
Golden Boy,Kojo Funds,High Grade,2018,September,3.737933333,True,27,6,1,4,0.159,0.52,0.601,0.0,0.359,-7.622999999999999,0.415,0.779,200.822,hit
"Sarkodie, Vol. 2",Sarkodie,Adonai,2017,August,4.863033333,False,49,3,0,4,0.342,0.843,0.675,0.0,0.0462,-4.099,0.0669,0.909,109.97399999999999,hit
Fixtape 2015 (Uppa Class Dance Hall),Vybrant Faya,Fun Time,2015,January,3.499116667,True,0,7,0,4,0.635,0.907,0.847,0.0,0.0618,-2.263,0.308,0.897,124.971,non_hit
Bo Wonsem Ma Me,Eazzy,What U Waiting For,2013,December,3.247616667,True,0,6,1,4,0.306,0.81,0.782,0.0,0.0815,-4.598,0.386,0.82,104.806,non_hit
The Switch,Eddie Khae,"Do The Dance, Vol. 2",2019,September,3.930533333,False,14,0,1,4,0.254,0.929,0.703,0.00014,0.153,-4.184,0.0613,0.753,111.975,hit
Daddy Lumba Essentials,Daddy Lumba,A Plus,2012,March,4.4517,False,12,7,1,4,0.537,0.8420000000000001,0.715,0.000399,0.12,-8.737,0.0805,0.971,103.01799999999999,hit
Refuse to Be Broke: Da Revolution 2,R2Bees,S.O.L.O (feat. Davido),2017,July,4.468216667,False,21,10,0,4,0.0718,0.77,0.9540000000000001,2.47e-06,0.0362,-2.8139999999999996,0.0568,0.866,127.98200000000001,hit
Black Love,Sarkodie,Strength Of A Woman (feat. Stonebwoy),2019,December,3.222216667,True,33,4,1,4,0.292,0.821,0.9059999999999999,0.0,0.361,-3.36,0.0728,0.742,107.99600000000001,hit
For My Brothers,Ko-Jo Cue,Best Paddy,2019,November,2.877016667,False,34,8,0,4,0.54,0.583,0.613,0.0,0.292,-6.292999999999999,0.31,0.609,97.39,hit
Epistles of Mama,Stonebwoy,Savage,2018,June,3.444233333,False,18,9,0,4,0.61,0.653,0.6409999999999999,0.0,0.138,-5.857,0.22699999999999998,0.94,167.94,hit
Up a Road Mixtape,Shatta Wale,Tribute to My Last President,2015,January,4.628,False,0,2,0,5,0.557,0.619,0.191,0.0007,0.113,-21.503,0.0659,0.48,119.806,non_hit
Janesis,Efya,Can I,2016,April,4.494233333,False,1,0,0,4,0.00895,0.516,0.9359999999999999,5.629999999999999e-05,0.718,-5.218,0.335,0.348,129.887,non_hit
Solid Ground,Asem,Show Something (Original Clean),2012,February,3.330183333,False,0,7,1,4,0.0114,0.8029999999999999,0.8590000000000001,0.0,0.111,-4.188,0.254,0.374,117.12299999999999,non_hit
T.I.N.A.,Fuse ODG,This Girl,2014,January,3.308333333,False,21,7,1,4,0.0429,0.6990000000000001,0.8079999999999999,0.0,0.0487,-2.67,0.0432,0.779,113.988,hit
Refuse to Be Broke: Da Revolution 2,R2Bees,Sweat,2017,July,3.78555,False,11,6,1,4,0.0497,0.7020000000000001,0.895,3.96e-05,0.049,-2.011,0.142,0.978,128.901,hit
As Promised,King Promise,Odo,2019,July,2.75555,False,35,9,1,4,0.395,0.743,0.47700000000000004,1.01e-06,0.122,-8.172,0.353,0.633,179.968,hit
Wonder Boy,Shatta Wale,Ay3 Halfcast - Skit,2019,October,0.6950166667000001,False,10,8,0,3,0.693,0.72,0.434,0.0,0.385,-12.921,0.915,0.831,97.324,hit
Daddy Lumba Essentials,Daddy Lumba,Anti Atta,2012,March,5.06035,False,11,9,1,4,0.0312,0.715,0.63,0.0392,0.11,-11.151,0.0467,0.647,111.03200000000001,hit
Bar 4,E.L,It Was All a Dream (feat. Raquel),2017,November,3.2069666669999997,False,1,3,0,4,0.111,0.723,0.86,0.0,0.313,-6.767,0.237,0.748,98.05,non_hit
Rasta Flex,Shatta Wale,Imagine,2015,April,3.446616667,False,1,7,0,4,0.239,0.475,0.7240000000000001,0.0,0.311,-4.546,0.163,0.498,82.24600000000001,non_hit
Asee Ho,Daddy Lumba,Track 2,2002,January,5.608,False,20,7,1,4,0.0040100000000000005,0.847,0.805,3.98e-05,0.0465,-6.388,0.059000000000000004,0.687,109.977,hit
Black Love,Sarkodie,Anadwo (feat. King Promise),2019,December,3.195333333,True,40,10,1,4,0.37200000000000005,0.5770000000000001,0.7879999999999999,0.0,0.145,-7.102,0.183,0.638,93.992,hit
Asew,Ofori Amponsah,Asew,2007,September,6.036216667000001,False,16,6,1,4,0.0465,0.815,0.732,0.036000000000000004,0.0742,-10.569,0.0459,0.932,115.514,hit
Mass Production,Edem,Believe,2011,March,3.967516667,False,0,8,0,4,0.1,0.537,0.7170000000000001,2.46e-05,0.152,-5.5089999999999995,0.151,0.644,153.89700000000002,non_hit
MMM (Money Making Machine),MC Galaxy,Dio,2017,May,3.3278,False,0,11,0,4,0.0994,0.747,0.867,0.0298,0.233,-2.6319999999999997,0.21899999999999997,0.7979999999999999,108.083,non_hit
Books & Rhymes,Edem,Give It to Me,2020,February,2.960116667,False,0,1,0,4,0.105,0.713,0.8029999999999999,0.0,0.0526,-4.265,0.114,0.5589999999999999,110.709,non_hit
Nte Tee Pa,Obrafour,Nte Tee Pa Instrumental,2018,May,5.001583333,False,0,2,0,4,0.10099999999999999,0.792,0.725,0.0316,0.0932,-3.3739999999999997,0.0376,0.748,104.98100000000001,non_hit
I Won't Wait,Joey B,Taste Of Life,2008,September,4.843116667,False,0,7,1,4,0.0955,0.6409999999999999,0.546,1.29e-06,0.0789,-8.7,0.0334,0.917,92.105,non_hit
Pa2Pa Scopatumana,Patapaa,One Corner,2019,August,3.35845,False,15,7,1,4,0.33,0.7440000000000001,0.946,4.37e-06,0.0737,-2.98,0.23,0.8640000000000001,173.697,hit
Answers (The Hybrid),Shatta Wale,My Corner,2014,March,3.336666667,True,1,10,0,4,0.35200000000000004,0.415,0.8390000000000001,0.0,0.154,-2.391,0.31,0.8590000000000001,199.072,non_hit
Lige Nu,M.anifest,Thyborøn,2013,November,3.263466667,False,0,2,1,4,0.00295,0.5589999999999999,0.6729999999999999,0.00449,0.158,-8.354,0.0308,0.7040000000000001,138.346,non_hit
Meprawo,Ofori Amponsah,Merepa,2007,August,5.786883333,False,1,1,1,4,0.0415,0.65,0.6859999999999999,0.00157,0.18100000000000002,-8.595,0.0309,0.461,93.022,non_hit
Matters of the Heart,Akwaboah,Hye Me Bo,2018,May,4.837033333,False,16,0,1,4,0.462,0.425,0.531,0.0,0.332,-8.326,0.0393,0.27,170.05,hit
Answers (The Hybrid),Shatta Wale,Do Tinz Right,2014,March,4.22445,True,1,0,1,4,0.244,0.591,0.565,0.0,0.0516,-5.752999999999999,0.10400000000000001,0.731,173.81400000000002,non_hit
Gifted,Flowking Stone,Yempe Dede,2016,September,4.208333333,False,1,9,0,4,0.31,0.813,0.8170000000000001,1.86e-06,0.0658,-6.992999999999999,0.128,0.789,114.98299999999999,non_hit
Otoolege,Ofori Amponsah,Hello Hello,2010,November,6.1733333329999995,False,12,7,0,4,0.008879999999999999,0.758,0.368,2.8300000000000003e-05,0.0559,-9.801,0.122,0.755,174.06799999999998,hit
Daddy Lumba Essentials,Daddy Lumba,Pony,2012,March,4.410783333,False,13,10,0,4,0.20600000000000002,0.77,0.695,1.11e-05,0.35600000000000004,-9.852,0.0664,0.9279999999999999,98.551,hit
Wonder Boy,Shatta Wale,Ay3 Halfcast,2019,October,3.0572,False,26,8,1,4,0.264,0.797,0.743,0.0,0.0948,-5.119,0.35200000000000004,0.782,110.28299999999999,hit
Shatta Wale,Shatta Wale,Kakai,2017,August,6.07695,False,15,2,1,4,0.41700000000000004,0.508,0.8059999999999999,0.0,0.2,-4.224,0.397,0.43200000000000005,112.014,hit
Books & Rhymes,Edem,Best Rapper,2020,February,3.43945,False,0,0,1,3,0.16899999999999998,0.6970000000000001,0.9229999999999999,0.00461,0.134,-4.041,0.184,0.91,126.96,non_hit
4word,4x4,Casanova,2013,December,3.41465,False,0,5,0,4,0.0995,0.669,0.92,0.00479,0.0763,-4.948,0.287,0.44799999999999995,128.79,non_hit
Site 15,R2Bees,Yesterday,2019,March,3.396233333,False,33,11,1,4,0.0777,0.903,0.5579999999999999,8.859999999999999e-05,0.0939,-5.474,0.12300000000000001,0.531,106.012,hit
Heavy,Obrafour,Ako,2018,October,5.434666667,False,15,1,1,4,0.109,0.93,0.68,0.0,0.0683,-3.3569999999999998,0.262,0.845,110.041,hit
Ahenfo Kyiniye,Daddy Lumba,Nana Nyankopon Inst.,2017,January,5.135333333,False,0,7,1,4,0.13,0.831,0.784,0.532,0.096,-5.359,0.0402,0.981,129.826,non_hit
Site 15,R2Bees,Picture,2019,March,3.622666667,False,36,5,1,4,0.248,0.809,0.695,0.00114,0.0516,-8.258,0.0458,0.9279999999999999,106.022,hit
Green Times Mixtape,Shatta Wale,Miss Ghana,2014,March,2.734883333,False,1,2,1,5,0.44299999999999995,0.586,0.6829999999999999,0.0,0.40700000000000003,-7.649,0.488,0.845,124.45700000000001,non_hit
Wemix 114 - Italy Electro Tech House,Atmosphera,Developing Wishes - DJ Premium One Chillout Mix,2008,September,3.7646833330000002,False,0,4,0,3,0.971,0.19899999999999998,0.0488,0.685,0.21100000000000002,-18.462,0.0509,0.0283,172.185,non_hit
I Won't Wait,Joey B,Turn The Page (as made famous by Bob Seger),2008,September,4.2197833330000005,False,0,2,1,4,0.672,0.258,0.0973,3.31e-06,0.341,-20.926,0.0569,0.332,170.74900000000002,non_hit
Bonyfied,Ebony,Shade,2017,December,3.74075,False,13,4,0,5,0.5720000000000001,0.618,0.532,0.0,0.0915,-8.732999999999999,0.436,0.405,120.28,hit
The Ghana Connection,D-Black,Give It 2 Me,2020,February,3.355,True,1,1,1,4,0.32,0.885,0.736,0.00106,0.0652,-3.385,0.0566,0.639,103.03399999999999,non_hit
New Africa Nation,Fuse ODG,So Many Ways,2019,March,3.4317666669999998,False,11,0,1,5,0.107,0.609,0.65,0.0,0.0982,-8.199,0.21600000000000003,0.38799999999999996,113.993,hit
Books & Rhymes,Edem,Delaila,2020,February,3.98585,False,0,5,0,4,0.14400000000000002,0.845,0.7290000000000001,5.13e-05,0.0803,-5.034,0.15,0.8740000000000001,117.978,non_hit
MMM (Money Making Machine),MC Galaxy,Love Is Beautiful,2017,May,3.81155,False,0,9,0,3,0.124,0.7340000000000001,0.807,0.000698,0.105,-4.274,0.0487,0.904,89.925,non_hit
After the Storm,Shatta Wale,Kakai,2016,May,3.64365,False,31,9,0,4,0.233,0.7609999999999999,0.8759999999999999,0.0,0.21600000000000003,-2.647,0.185,0.6729999999999999,111.969,hit
Re-Vee-Lation,MzVee,Gospel Medley,2015,September,3.7307666669999997,False,0,10,1,3,0.84,0.415,0.37,4.73e-06,0.242,-6.527,0.0298,0.41700000000000004,130.27,non_hit
"Sarkodie, Vol. 1",Sarkodie,Illuminati,2017,August,2.95055,True,10,1,1,4,0.12300000000000001,0.5379999999999999,0.8290000000000001,0.0,0.132,-4.075,0.409,0.505,87.537,hit
Highest,Sarkodie,Highest,2017,September,2.991666667,True,13,1,0,4,0.797,0.8290000000000001,0.8440000000000001,0.00013000000000000002,0.32,-8.745,0.0941,0.43700000000000006,126.037,hit
Gifted,Flowking Stone,Odo Yewu,2016,September,3.7073166669999997,False,0,5,1,3,0.381,0.722,0.89,2.6000000000000002e-05,0.066,-4.243,0.0712,0.943,184.484,non_hit
Time 4 Me,Becca,Ma Sunkun Mon,2013,May,4.083333333,False,1,5,0,5,0.7609999999999999,0.23399999999999999,0.423,4.32e-06,0.0975,-8.367,0.0377,0.446,88.416,non_hit
Ahenfo Kyiniye,Daddy Lumba,Moye Kwa Inst.,2002,January,5.280666667,False,1,1,1,4,0.126,0.805,0.7020000000000001,0.139,0.08800000000000001,-7.388999999999999,0.0478,0.762,99.478,non_hit
Foundation,Shatta Wale,Ukwu - Radio Version,2015,March,4.657333333,False,1,7,0,4,0.309,0.873,0.5770000000000001,0.0,0.302,-8.19,0.325,0.92,111.93799999999999,non_hit
Shay On You,Wendy Shay,Masakra,2019,January,3.3044833330000003,False,18,10,1,4,0.10400000000000001,0.8290000000000001,0.747,4.4200000000000004e-05,0.129,-3.9160000000000004,0.0471,0.965,139.934,hit
