album_,artists_,track_name,release_year,release_month,duration_min,explicit,popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,status
Rasta Flex,Shatta Wale,Last Night,2015,April,3.45745,False,1,10,0,5,0.162,0.5539999999999999,0.619,0.0,0.24600000000000002,-3.9939999999999998,0.28600000000000003,0.513,98.916,non_hit
Epistles of Mama,Stonebwoy,We Bad (Don 45),2018,June,2.6932166669999997,False,18,7,1,4,0.447,0.642,0.691,0.0,0.09,-5.542000000000001,0.358,0.8540000000000001,157.15200000000002,hit
T.I.N.T.,Efya,Sexy Sassy Wahala,2014,January,2.735466667,False,0,8,1,4,0.0192,0.506,0.726,5.11e-06,0.65,-4.887,0.0464,0.429,82.66799999999999,non_hit
New Africa Nation (Deluxe),Fuse ODG,Don't Give Up On Love (feat. New Reign),2019,March,3.65715,False,18,6,1,4,0.15,0.737,0.852,0.0,0.239,-2.861,0.0345,0.44299999999999995,105.021,hit
Against All Odds,Eazzy,Scream,2014,December,4.2231,True,0,5,0,4,0.00164,0.743,0.948,0.00020800000000000001,0.0857,-4.032,0.11699999999999999,0.862,129.989,non_hit
Wtc,4x4,Big Booty Girl (Instrumental),2009,January,5.16225,False,0,7,1,4,0.179,0.718,0.7809999999999999,0.742,0.132,-7.325,0.0658,0.669,100.99700000000001,non_hit
Epistles of Mama,Stonebwoy,One Man Lady,2018,June,3.021933333,False,19,0,1,4,0.36,0.8170000000000001,0.61,0.0,0.0852,-5.462000000000001,0.125,0.858,104.06,hit
Thanks Giving,Bisa Kdei,Miaa Na Maye,2014,January,3.09095,False,10,5,1,4,0.331,0.5870000000000001,0.643,3.37e-06,0.10400000000000001,-6.1770000000000005,0.0588,0.953,98.287,hit
Tokrom,Daddy Lumba,Tokrom,2017,January,6.450883332999999,False,20,11,1,4,0.28600000000000003,0.8290000000000001,0.882,0.0,0.0818,-4.49,0.0419,0.966,117.98200000000001,hit
Khala,Ofori Amponsah,Sweet Things,2010,August,5.717116667000001,False,1,1,1,4,0.000624,0.83,0.726,3.18e-05,0.0561,-6.191,0.0468,0.883,109.01700000000001,non_hit
Azingele Remixed (feat. SK Blinks),Ruff-N-Smooth,Azingele - Chuck Wild Remix,2011,May,5.125883333,False,1,6,1,4,0.0151,0.6579999999999999,0.902,0.00926,0.0679,-6.2620000000000005,0.0402,0.855,119.99799999999999,non_hit
Next Page,Samini,Body Flame,2013,August,3.766883333,False,17,0,0,4,0.267,0.845,0.617,0.0,0.0881,-11.378,0.266,0.7929999999999999,102.031,hit
Next Page,Samini,Pounds and Dollars,2013,August,3.935333333,False,1,7,1,4,0.0521,0.777,0.948,0.0,0.0304,-2.06,0.142,0.873,121.978,non_hit
I Won't Wait,Joey B,Not This Time,2008,September,4.360883333,False,0,7,1,4,0.223,0.7170000000000001,0.6779999999999999,0.171,0.0892,-10.509,0.0405,0.8190000000000001,149.999,non_hit
Highest,Sarkodie,See Only You,2017,September,3.6583333330000003,True,11,9,0,4,0.163,0.797,0.47100000000000003,6.56e-05,0.0918,-12.322000000000001,0.10800000000000001,0.184,102.08200000000001,hit
Ayefro Ntefere,Ofori Amponsah feat. Yamik & Nana Asamoah,Africa Sweet,2010,August,4.992216667,False,0,2,1,4,0.111,0.6729999999999999,0.889,0.0,0.326,-4.32,0.08,0.852,109.32,non_hit
AfroSupa,Article Wan,My People,2019,September,3.2486666669999997,False,1,9,0,4,0.212,0.8420000000000001,0.8059999999999999,0.0,0.0666,-5.534,0.0431,0.946,115.04799999999999,non_hit
Bo Wonsem Ma Me,Eazzy,Sexy Baby,2013,December,3.709083333,True,0,11,1,4,0.157,0.802,0.723,0.0,0.354,-3.951,0.161,0.7040000000000001,110.09100000000001,non_hit
Bonyfied,Ebony,Maame Hw3,2017,December,3.315833333,False,32,9,1,4,0.188,0.7959999999999999,0.511,0.0,0.48700000000000004,-6.114,0.11699999999999999,0.807,111.971,hit
"Gifted, Vol. 2",Flowking Stone,I Want,2018,December,3.2552,False,1,8,1,4,0.517,0.8590000000000001,0.7929999999999999,0.0,0.10300000000000001,-4.615,0.115,0.6559999999999999,123.98700000000001,non_hit
Seaside Nitendo,Magnom,For the Culture,2019,February,3.666266667,False,1,2,1,4,0.0224,0.941,0.63,0.0,0.21600000000000003,-6.035,0.091,0.638,120.427,non_hit
Ahenfo Kyiniye,Daddy Lumba,Moye Kwa,2017,January,5.31155,False,0,1,1,4,0.21100000000000002,0.8029999999999999,0.722,0.00014099999999999998,0.11599999999999999,-6.569,0.0487,0.755,99.43799999999999,non_hit
"Gifted, Vol. 2",Flowking Stone,Amazing - Awawado,2018,December,3.483166667,False,1,0,1,4,0.0513,0.855,0.74,4.24e-05,0.0743,-2.7089999999999996,0.042,0.805,106.01,non_hit
Black Love,Sarkodie,Which One (feat. Kizz Daniel),2019,December,3.34955,True,31,7,1,4,0.21100000000000002,0.769,0.7559999999999999,0.0,0.24100000000000002,-5.808,0.402,0.8079999999999999,106.427,hit
After the Storm,Shatta Wale,Mahama Paper,2016,May,3.9266333330000003,False,19,1,1,4,0.16,0.835,0.87,0.0,0.258,-1.9280000000000002,0.0855,0.963,130.013,hit
Shay On You,Wendy Shay,Shay On You,2019,January,2.5708833330000003,False,17,8,1,4,0.187,0.643,0.701,0.0,0.13,-5.771,0.43,0.7090000000000001,99.954,hit
T.I.M.E,Kelvyn Boy,On Your Door,2019,June,2.660566667,False,13,7,0,4,0.428,0.821,0.532,0.0,0.11599999999999999,-7.443,0.05,0.74,104.948,hit
Thanks Giving,Bisa Kdei,Party On,2014,January,3.422716667,False,11,10,0,5,0.27,0.418,0.754,1.0300000000000001e-05,0.11199999999999999,-6.086,0.0501,0.81,149.162,hit
Emmanuella,Ofori Amponsah,Puduo,2007,August,5.7777833329999995,False,19,6,1,4,0.12,0.7909999999999999,0.8190000000000001,0.0,0.0424,-3.265,0.07,0.963,106.01,hit
Seaside Nitendo,Magnom,All Night,2019,February,3.9729333330000003,False,0,1,0,5,0.415,0.539,0.904,0.0,0.0964,-2.505,0.257,0.708,132.597,non_hit
Untamed,Samini,Worldwide,2018,December,3.373966667,False,13,7,1,4,0.177,0.7140000000000001,0.763,0.0,0.124,-5.224,0.0498,0.5379999999999999,80.99,hit
Wtc,4x4,Body Temperature,2009,January,4.841816667,True,0,7,1,4,0.0945,0.878,0.855,0.0,0.0846,-5.922000000000001,0.0932,0.405,103.99799999999999,non_hit
New Africa Nation,Fuse ODG,"Bra Fie (feat. Damian ""JR GONG"" Marley)",2019,March,3.867433333,False,19,4,0,4,0.00506,0.795,0.642,0.000136,0.115,-7.167999999999999,0.171,0.469,98.986,hit
Lige Nu,M.anifest,Tidlig Mandag Morgen,2013,November,3.6881,False,0,2,1,4,0.243,0.7859999999999999,0.59,0.0059299999999999995,0.11199999999999999,-7.586,0.0345,0.836,90.45299999999999,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Me Kae (Reminisce),2016,September,3.8204,False,0,1,1,4,0.00587,0.6729999999999999,0.597,2.6600000000000003e-05,0.1,-8.341000000000001,0.297,0.38299999999999995,85.227,non_hit
Reign,Shatta Wale,Give Dem Something,2018,October,3.055783333,False,13,10,1,4,0.16899999999999998,0.905,0.784,0.0,0.155,-6.422000000000001,0.174,0.95,111.023,hit
The Gamble,M.anifest,Cucaracha,2019,November,3.7166666669999997,False,20,7,0,4,0.616,0.8290000000000001,0.667,1.31e-06,0.22899999999999998,-5.12,0.299,0.858,107.961,hit
Green Times Mixtape,Shatta Wale,Mi Nuh in a Hype,2014,March,2.462883333,False,1,0,0,5,0.336,0.607,0.659,7.39e-06,0.109,-6.045,0.36200000000000004,0.723,142.648,non_hit
Answers (The Hybrid),Shatta Wale,Mr. No Nonsense (Radio),2014,March,3.2702166669999997,True,1,6,0,4,0.0117,0.889,0.545,2.35e-05,0.0645,-9.126,0.13,0.654,106.01299999999999,non_hit
Ayefro Ntefere,Ofori Amponsah,Kora,2010,August,2.29755,False,0,10,1,3,0.43200000000000005,0.615,0.45,3.83e-06,0.165,-10.585,0.07400000000000001,0.502,132.72299999999998,non_hit
Time 4 Me,Becca,Intro,2013,May,1.1008166670000001,False,1,5,1,3,0.873,0.37799999999999995,0.325,0.00245,0.139,-12.002,0.0392,0.642,152.974,non_hit
Asee Ho,Daddy Lumba,Track 4,2002,January,5.016216667,False,1,0,1,4,0.0535,0.622,0.84,0.000124,0.0338,-4.152,0.0984,0.938,120.009,non_hit
Darryl,Joey B,Temptation,2017,June,3.457433333,False,11,9,0,4,0.0921,0.937,0.674,0.000843,0.0601,-7.735,0.126,0.774,102.01100000000001,hit
Fixtape 2015 (Uppa Class Dance Hall),Vybrant Faya,Fun Time,2015,January,3.491116667,False,0,10,1,4,0.532,0.909,0.792,0.0,0.062,-3.195,0.298,0.922,124.99,non_hit
Sugar,KiDi,Mr Bad Man,2019,May,3.09585,False,28,5,1,4,0.0883,0.493,0.742,0.0,0.16899999999999998,-5.666,0.0751,0.8390000000000001,103.866,hit
We Speed,Magnom,Overfeed Me (feat. Mr Eazi),2017,July,3.3285166669999997,False,22,1,0,4,0.195,0.737,0.667,1.73e-05,0.5479999999999999,-3.3089999999999997,0.0597,0.586,103.978,hit
Green Times Mixtape,Shatta Wale,My Homeland (Korle Gonnor),2014,March,3.3422166669999998,False,10,4,0,4,0.153,0.82,0.5720000000000001,0.0,0.255,-3.437,0.34600000000000003,0.693,110.053,hit
AfroSupa,Article Wan,Reggae,2019,September,3.429783333,False,0,10,1,4,0.414,0.762,0.495,0.0,0.102,-5.909,0.19899999999999998,0.787,76.97800000000001,non_hit
Paul Amatem,Ofori Amponsah,Chibeke,2008,December,6.074883333,False,0,4,0,4,0.0268,0.7490000000000001,0.759,1.61e-06,0.155,-5.249,0.113,0.784,102.977,non_hit
Me Ma Afa Wotrim Ne,Daddy Lumba,A Plus,2004,January,4.4311166669999995,False,17,7,1,4,0.532,0.847,0.7120000000000001,0.0019199999999999998,0.11199999999999999,-8.33,0.0787,0.973,103.012,hit
After the Storm,Shatta Wale,Bie Gya (Open Fire),2016,May,3.25485,False,11,9,0,4,0.0274,0.71,0.963,0.0,0.27399999999999997,-1.92,0.193,0.9059999999999999,124.975,hit
Fakye,Nana Quame,Maame Abenaa,2015,April,6.057116667000001,False,1,10,0,4,0.055999999999999994,0.71,0.7959999999999999,0.172,0.0392,-7.787999999999999,0.0534,0.941,111.94200000000001,non_hit
Mary,Sarkodie,Nobody's Business (feat. Akwaboah),2015,September,4.873933333,False,13,10,1,4,0.257,0.711,0.875,0.0,0.0659,-4.777,0.187,0.7979999999999999,125.116,hit
Hunger & Thirst: The Mixtape,D-Black,Mind over Matter (feat. Osayo & Kobla Jnr),2017,December,3.2283,False,0,6,1,4,0.402,0.865,0.775,0.000131,0.13,-5.312,0.252,0.799,110.12899999999999,non_hit
Pa2Pa Scopatumana,Patapaa,Enemies,2019,August,2.678433333,False,1,5,1,4,0.193,0.789,0.8740000000000001,0.0,0.317,-2.14,0.053,0.8270000000000001,115.029,non_hit
Site 15,R2Bees,My Baby,2019,March,3.36,False,31,9,0,4,0.0539,0.7879999999999999,0.555,4.79e-06,0.0976,-5.447,0.0588,0.639,99.995,hit
Reign,Shatta Wale,Squeeze,2018,October,3.20885,False,10,3,0,4,0.48,0.823,0.823,2.32e-06,0.115,-4.319,0.10800000000000001,0.903,106.057,hit
Nte Tee Pa,Obrafour,Monfa Nsa,2018,May,2.0975333330000003,False,0,3,0,4,0.0949,0.88,0.976,0.0,0.263,-0.47200000000000003,0.24100000000000002,0.8859999999999999,137.091,non_hit
Asem Beba Dabi,Obrafour,Born To Do It,2018,May,5.00235,False,1,7,0,4,0.248,0.677,0.9209999999999999,0.0,0.359,-2.043,0.27899999999999997,0.892,90.219,non_hit
Bonyfied,Ebony,Sponsor,2017,December,3.671966667,False,32,1,1,4,0.289,0.857,0.5770000000000001,0.0,0.0665,-7.041,0.0549,0.9,105.00299999999999,hit
Asem Sebe,Obrafour,Twe Wo Ho,2018,April,5.688116667,False,15,6,1,4,0.369,0.828,0.826,2.9100000000000003e-05,0.09,-5.396,0.131,0.616,104.988,hit
Epistles of Mama,Stonebwoy,Tia Tia,2018,June,4.128216667,False,27,2,0,4,0.38799999999999996,0.862,0.6829999999999999,0.000495,0.0898,-4.199,0.0783,0.862,104.975,hit
Ebony,Ebony,The Fool,1974,January,1.94155,False,1,2,1,4,0.799,0.7290000000000001,0.725,0.0046700000000000005,0.121,-9.135,0.057999999999999996,0.9059999999999999,113.87200000000001,non_hit
Thanks Giving,Bisa Kdei,Azonto Ghost,2014,January,3.667016667,False,27,7,1,4,0.44299999999999995,0.8240000000000001,0.653,0.024,0.078,-5.8260000000000005,0.0821,0.924,120.02,hit
Samini,Samini,Odo - Remix,2019,January,4.778233333,False,1,11,0,4,0.0317,0.727,0.907,0.0,0.0965,-3.9810000000000003,0.0508,0.73,97.006,non_hit
Smoke & Mirrors,D-Black,Night & Day,2019,June,3.6882666669999997,False,0,9,0,4,0.268,0.81,0.6579999999999999,1.86e-06,0.11900000000000001,-5.449,0.22399999999999998,0.87,113.77,non_hit
Paul Amatem,Ofori Amponsah,Irene,2008,December,5.6006666670000005,False,0,5,1,4,0.0667,0.792,0.602,0.0,0.084,-7.688,0.0592,0.88,96.0,non_hit
Highlife Konnect,Bisa Kdei,Pocket,2018,April,2.961416667,False,19,8,1,4,0.0954,0.889,0.652,0.0,0.0763,-8.157,0.226,0.8909999999999999,105.51299999999999,hit
Dagaati,Samini,Where my baby dey,2019,January,3.9728,False,12,6,0,4,0.439,0.748,0.606,0.0,0.332,-9.59,0.0596,0.8140000000000001,132.171,hit
KaakitUp,Kaakie,#Tpt (Toffee Pun Tongue),2016,December,4.078433333,False,15,1,0,4,0.258,0.8340000000000001,0.816,0.0,0.08,-2.8819999999999997,0.159,0.597,102.027,hit
The Gospel According to Ofori,Ofori Amponsah,Oye ade fefeefe,2014,October,6.262583332999999,False,0,5,1,4,0.3,0.629,0.8690000000000001,0.0,0.0871,-3.7489999999999997,0.0792,0.59,98.001,non_hit
Books & Rhymes,Edem,Go Gaga,2020,February,4.181333333,False,0,1,0,4,0.506,0.696,0.8540000000000001,2.12e-06,0.193,-4.732,0.11199999999999999,0.7190000000000001,128.07399999999998,non_hit
Next Page,Samini,Masters,2013,August,4.202,False,12,9,1,4,0.0871,0.787,0.741,0.0,0.11199999999999999,-7.986000000000001,0.0656,0.78,100.022,hit
AfroSupa,Article Wan,Body Fire,2019,September,3.140666667,False,1,11,0,4,0.31,0.7509999999999999,0.6629999999999999,0.0,0.313,-6.625,0.0622,0.943,110.09100000000001,non_hit
Thanks Giving,Bisa Kdei,Vamijo (feat. Castro),2014,January,5.03925,False,12,0,1,4,0.591,0.54,0.6709999999999999,0.0,0.106,-6.132000000000001,0.105,0.603,99.919,hit
Books & Rhymes,Edem,Here We Go Again,2020,February,2.800766667,False,0,0,1,5,0.0875,0.539,0.831,0.0,0.5920000000000001,-5.223,0.158,0.285,95.605,non_hit
Golden Boy,Kojo Funds,Million,2018,September,3.252816667,True,39,1,0,4,0.128,0.534,0.6679999999999999,0.0,0.905,-5.129,0.349,0.679,95.11200000000001,hit
The Gamble,M.anifest,The Gamble,2019,November,3.7,False,27,2,1,4,0.38799999999999996,0.736,0.617,2.6300000000000002e-05,0.16,-7.071000000000001,0.107,0.37799999999999995,103.104,hit
Million Miles Mixtape,Shatta Wale,Mi a Evil,2015,March,3.079333333,False,1,5,1,4,0.45,0.861,0.402,0.0346,0.149,-9.52,0.0827,0.841,109.01799999999999,non_hit
Foundation,Shatta Wale,Realise,2015,March,3.69845,False,1,6,0,5,0.0769,0.716,0.6809999999999999,0.0,0.0807,-8.14,0.161,0.8029999999999999,134.583,non_hit
4word,4x4,DJ Play My Song,2013,December,3.1826,False,1,1,0,4,0.079,0.845,0.8270000000000001,0.000144,0.10800000000000001,-3.805,0.0969,0.914,132.005,non_hit
Ahyesi,Kwabena Kwabena,Obaa,2017,November,5.135166667,False,14,6,1,4,0.223,0.736,0.715,1.44e-06,0.0847,-3.656,0.10300000000000001,0.606,162.983,hit
Break Through,Bisa Kdei,Mansa,2016,January,4.114733333,False,45,7,1,4,0.11900000000000001,0.6709999999999999,0.883,0.0,0.0401,-3.533,0.0539,0.907,124.94,hit
As Promised,King Promise,I Tried,2019,July,2.990216667,False,29,5,1,4,0.373,0.8690000000000001,0.51,9.75e-05,0.10099999999999999,-5.897,0.0409,0.8170000000000001,103.022,hit
MMM (Money Making Machine),MC Galaxy,Sekem - Remix,2017,May,4.386633333,False,0,2,1,4,0.132,0.593,0.8740000000000001,0.0008550000000000001,0.254,-2.891,0.0586,0.772,129.707,non_hit
Janesis,Efya,Ooh Ooh Ooh,2016,April,3.8405,False,0,2,0,4,0.297,0.6809999999999999,0.48100000000000004,0.0,0.0781,-8.262,0.0826,0.21899999999999997,94.029,non_hit
New Africa Nation,Fuse ODG,Thinking About It,2019,March,3.89375,False,20,9,1,4,0.053,0.7979999999999999,0.693,0.0,0.0746,-5.422999999999999,0.141,0.5529999999999999,95.031,hit
Daddy Lumba Essentials,Daddy Lumba,Woho Kyerɛ,2012,March,4.743833333,False,11,1,1,4,0.126,0.765,0.555,0.00112,0.14,-12.262,0.0511,0.894,108.006,hit
Up a Road Mixtape,Shatta Wale,Wha Gwan,2015,January,3.57,False,0,9,0,5,0.226,0.635,0.474,0.0,0.0623,-11.043,0.415,0.64,65.045,non_hit
The Volta Regime,Edem,Je Tempri,2009,May,4.411216667,False,1,7,0,4,0.495,0.8390000000000001,0.821,9.790000000000001e-05,0.0923,-6.461,0.195,0.639,117.993,non_hit
"Sarkodie, Vol. 2",Sarkodie,Devil In Me,2017,August,4.555766666999999,False,10,7,1,3,0.11599999999999999,0.478,0.727,0.0,0.419,-6.124,0.37200000000000005,0.341,69.59899999999999,hit
Epistles of Mama,Stonebwoy,Jungle,2018,June,4.564033333,False,22,9,0,4,0.635,0.895,0.5579999999999999,0.0,0.084,-6.478,0.18100000000000002,0.915,111.99600000000001,hit
Untamed,Samini,Rainbow,2018,December,2.530633333,False,13,11,1,4,0.083,0.526,0.708,0.0,0.39799999999999996,-4.768,0.243,0.8079999999999999,155.942,hit
Highest,Sarkodie,All I Want Is You,2017,September,5.35565,True,11,0,1,4,0.22,0.46799999999999997,0.7390000000000001,0.0,0.125,-5.078,0.109,0.513,118.93700000000001,hit
Up a Road Mixtape,Shatta Wale,Nu Sell Out,2015,January,4.012216667,False,1,7,1,5,0.125,0.626,0.294,0.0,0.0854,-19.404,0.425,0.8959999999999999,141.428,non_hit
Tofa,Obrafour,Hini Me,2018,April,5.00545,False,1,6,1,4,0.4,0.765,0.907,8.04e-05,0.18,-4.784,0.188,0.904,117.008,non_hit
Times & Season,Shatta Wale,Working Harder - Fi Di Dollar,2015,March,3.4306666669999997,False,0,7,1,4,0.21899999999999997,0.826,0.863,0.0,0.0467,-2.3569999999999998,0.179,0.941,127.012,non_hit
I Won't Wait,Joey B,"You Came, You Left",2008,September,4.783783333,False,0,5,1,3,0.725,0.45799999999999996,0.15,0.0,0.0929,-18.179000000000002,0.0326,0.295,159.999,non_hit
Sugar,Becca,I Love You (Radio Edit),2007,November,4.513966667,False,0,10,1,4,0.317,0.8109999999999999,0.662,0.0141,0.235,-6.678,0.0633,0.888,93.01,non_hit
Up a Road Mixtape,Shatta Wale,Abi Bad Co,2015,January,5.178,False,0,0,1,5,0.10800000000000001,0.63,0.42200000000000004,2e-06,0.0543,-14.749,0.44799999999999995,0.857,119.54,non_hit
DeYaaa,Kwamz & Flava,Wo Onane No,2014,November,3.4917,False,37,9,1,4,0.0281,0.8420000000000001,0.61,0.0288,0.0927,-6.91,0.096,0.644,110.00299999999999,hit
Ahenfo Kyiniye,Daddy Lumba,Orekyekye,2017,January,5.563783333,False,0,10,0,4,0.00285,0.762,0.753,2.64e-05,0.053,-4.757,0.0404,0.8859999999999999,86.70100000000001,non_hit
Meprawo,Ofori Amponsah,Crazy - Instrumental,2007,August,5.102883333,False,0,5,0,4,0.005679999999999999,0.753,0.8,0.919,0.213,-7.956,0.0369,0.797,117.51700000000001,non_hit
Asee Ho,Daddy Lumba,Track 9,2002,January,1.39555,False,0,4,1,4,0.536,0.669,0.496,0.0,0.0579,-9.127,0.8079999999999999,0.42,78.55,non_hit
Poison,Daddy Lumba,Ehye Obi Yam,2017,January,5.40155,False,15,1,1,4,0.317,0.825,0.79,0.0,0.0454,-8.132,0.209,0.88,103.009,hit
Ayefro Ntefere,Ofori Amponsah,Odwo - Remix,2010,August,6.291116667000001,False,1,1,1,4,0.0132,0.765,0.8959999999999999,4.72e-05,0.295,-3.498,0.0518,0.92,104.99600000000001,non_hit
Dagaati,Samini,Selah,2019,January,4.687666667,False,1,6,0,4,0.109,0.517,0.792,0.0,0.308,-8.072000000000001,0.287,0.8079999999999999,168.11700000000002,non_hit
MMM (Money Making Machine),MC Galaxy,Shupe,2017,May,3.617666667,False,0,0,0,4,0.191,0.841,0.963,0.000734,0.12,-1.329,0.11199999999999999,0.85,125.01100000000001,non_hit
KaakitUp,Kaakie,Too Much,2016,December,3.8130833330000002,False,14,8,1,4,0.222,0.8590000000000001,0.695,0.0,0.0828,-4.04,0.111,0.7090000000000001,106.943,hit
Books & Rhymes,Edem,Girlfriend,2020,February,4.126916667,False,0,4,1,4,0.14800000000000002,0.654,0.759,0.0,0.391,-3.114,0.0489,0.691,94.87899999999999,non_hit
Wemix 114 - Italy Electro Tech House,Grow Aware,Emotion Comes From Motion - Aesthetic Deep House Mix,2008,September,7.026066667,False,0,1,1,4,0.0135,0.764,0.654,0.895,0.423,-10.907,0.092,0.28800000000000003,123.486,non_hit
New Africa Nation (Deluxe),Fuse ODG,All Night Long (feat. SteffLon Don),2019,March,3.647266667,False,10,1,0,5,0.257,0.46799999999999997,0.718,6.02e-06,0.0874,-4.031000000000001,0.247,0.92,65.22,hit
STN (Still That Ni99a),Strongman,Paper,2018,December,2.831316667,False,10,3,0,4,0.6629999999999999,0.943,0.747,0.0,0.0946,-5.7379999999999995,0.11800000000000001,0.552,120.072,hit
The Ghana Connection,D-Black,So Mu,2020,February,3.7969,False,1,0,0,4,0.633,0.77,0.804,2.9299999999999997e-05,0.0967,-4.84,0.141,0.69,104.859,non_hit
Lige Nu,M.anifest,Savner Dig,2013,November,3.5173,False,0,2,1,4,0.107,0.63,0.54,0.0,0.0982,-6.09,0.028999999999999998,0.47,145.336,non_hit
Books & Rhymes,Edem,Make Money,2020,February,4.7643,False,0,9,0,4,0.265,0.7340000000000001,0.8059999999999999,0.0,0.08800000000000001,-2.245,0.314,0.81,160.003,non_hit
The Gospel According to Ofori,Ofori Amponsah,Tiamo,2014,October,6.68445,False,0,0,1,4,0.314,0.48700000000000004,0.625,0.0,0.20800000000000002,-7.385,0.04,0.431,174.025,non_hit
Ahenfo Kyiniye,Daddy Lumba,Etese Manya Nana Nyankopon,2017,January,5.134216667,False,0,7,1,4,0.204,0.8109999999999999,0.8240000000000001,0.0022600000000000003,0.0737,-4.918,0.0438,0.9790000000000001,129.8,non_hit
Rockstar,Kuami Eugene,Heaven,2018,December,3.9241333330000003,False,18,0,1,4,0.652,0.47600000000000003,0.617,1.03e-06,0.13699999999999998,-6.305,0.0371,0.27699999999999997,144.939,hit
Refuse to Be Broke: Da Revolution 2,R2Bees,Odo,2017,July,3.884666667,False,26,1,0,4,0.0697,0.792,0.873,2.7699999999999996e-05,0.0365,-2.588,0.0698,0.902,108.005,hit
Shatta Wale,Shatta Wale,Fool Is the Last to Know,2017,August,3.851316667,False,11,8,0,4,0.21,0.508,0.7609999999999999,0.0,0.0641,-6.63,0.37,0.545,93.323,hit
Wtc,4x4,Diabetes,2009,January,6.136616667,False,0,0,1,4,0.166,0.866,0.774,0.0,0.0968,-3.944,0.212,0.7929999999999999,104.97399999999999,non_hit
Sugar,KiDi,Thunder,2019,May,3.2921,False,39,0,1,4,0.527,0.735,0.7120000000000001,1.64e-06,0.0846,-5.882000000000001,0.0332,0.873,102.959,hit
We Speed 2,Magnom,Dont Worry,2018,June,3.20125,False,1,2,0,4,0.716,0.647,0.545,0.000414,0.111,-2.929,0.0689,0.807,102.02799999999999,non_hit
T.I.N.T.,Efya,Best In Me,2014,January,3.4540666669999998,False,16,11,1,4,0.257,0.547,0.763,0.0,0.11800000000000001,-5.247000000000001,0.0459,0.718,95.186,hit
T.I.N.T.,Efya,This Life,2014,January,2.4788666669999997,False,0,11,0,4,0.515,0.6809999999999999,0.898,0.0,0.0809,-5.395,0.287,0.647,101.913,non_hit
New Africa Nation (Deluxe),Fuse ODG,Fall Back (feat. Simi),2019,March,4.041233333,False,18,0,0,4,0.145,0.779,0.597,0.0,0.196,-5.614,0.243,0.287,96.979,hit
Azingele Remixed (feat. SK Blinks),Ruff-N-Smooth,Azingele - Chicus Remix,2011,May,5.557016667,False,0,6,0,4,0.0522,0.716,0.626,0.0,0.305,-7.746,0.0542,0.883,119.932,non_hit
Answers (The Hybrid),Shatta Wale,Long Talking,2014,March,3.744216667,True,1,2,1,4,0.0235,0.9490000000000001,0.604,1.8e-06,0.32799999999999996,-3.998,0.154,0.7859999999999999,107.05,non_hit
Daddy Lumba Essentials,Daddy Lumba,Ankwanoma,2012,March,5.6825,False,12,5,1,4,0.00993,0.7190000000000001,0.8240000000000001,0.00145,0.41,-12.839,0.0631,0.642,119.751,hit
Ahyesi,Kwabena Kwabena,Adonai,2017,November,4.332433333,False,11,7,0,4,0.1,0.629,0.353,8.04e-05,0.106,-9.082,0.295,0.622,196.00400000000002,hit
